,Text,Type,Mesh
4472,Depressive episode,Disease,D003866
4473,Depression disorder,Disease,D003866
4474,Albuterol,Chemical,D000420
4475,Hyperosmolar nonketotic coma,Disease,D006944
4476,Manic depression,Disease,D001714
4477,"Hyperosmolar, nonketotic coma",Disease,D006944
4478,Hyperglycaemia,Disease,Unknown
4479,Type 2 diabetes,Disease,D003924
4480,Deterioration of left ventricular (lv) systolic function,Disease,D018487
4481,Cocaine hydrochloride,Chemical,D003042
4482,Deterioration of lv systolic and diastolic performance,Disease,D018487
4483,Skin reactions,Disease,D012871
4484,Ureteric obstruction,Disease,D014517
4485,Ureteric calculi,Disease,D014514
4486,Urolithiasis,Disease,D052878
4487,Hiv infection,Disease,D015658
4488,Ischemic colitis,Disease,D017091
4489,Sumatriptan succinate,Chemical,D018170
4490,Multicystic encephalomalacia,Disease,D004678
4491,Hypoxic-ischemic encephalopathy,Disease,D020925
4492,17alpha-ethinylestradiol,Chemical,D004997
4493,Bile salt,Chemical,D001647
4494,Bs,Chemical,D001647
4495,Sterol,Chemical,D013261
4496,Cholate,Chemical,D020355
4497,Chenodeoxycholate,Chemical,D002635
4498,Glibenclamide,Chemical,D005905
4499,Helodermin,Chemical,C040442
4500,Levcromakalim,Chemical,D019806
4501,Psoriatic,Disease,D011565
4502,Gingival hyperplasia,Disease,D005885
4503,Dubutamine,Chemical,D004280
4504,Contrast materials,Chemical,D003287
4505,Prc,Chemical,D003287
4506,Macro-papular rash,Disease,D003875
4507,Ammonium,Chemical,D000644
4508,Hypoactivity,Disease,D009069
4509,Nociceptin,Chemical,C096012
4510,Orphanin fq,Chemical,C096012
4511,Nocistatin,Chemical,C111148
4512,Meloxicam,Chemical,C065757
4513,Remoxipride,Chemical,D017330
4514,"(s)-(-)-3-bromo-n-[(1-ethyl-2-pyrrolidinyl)methyl]-2,6-dimethoxybenz amide",Chemical,D017330
4515,Pyrrolidine,Chemical,C032519
4516,Hoechst 33342,Chemical,C017807
4517,Propidium iodide,Chemical,D011419
4518,Catechol,Chemical,C034221
4519,Hydroquinone,Chemical,C031927
4520,Ncq436,Chemical,C084325
4521,Ncq344,Chemical,C112341
4522,Phenols,Chemical,D010636
4523,Fla797,Chemical,C050313
4524,Phenol,Chemical,D019800
4525,Benzene,Chemical,D001554
4526,"1-(1,2-dihydro-2-acenaphthylenyl)piperazine",Chemical,Unknown
4527,"5-{2-[4-(1,2-dihydro-2-acenaphthylenyl)piperazinyl]ethyl}-2,3-dihy dro-1h- indol-2-one",Chemical,Unknown
4528,Nitric-oxide,Chemical,D009569
4529,Nadph,Chemical,D009249
4530,Ng-nitro-l-arginine,Chemical,D019335
4531,L-noarg,Chemical,D019335
4532,Nicotinamide adenine dinucleotide phosphate,Chemical,D009249
4533,Pph,Disease,D006976
4534,Heparins,Chemical,D006493
4535,Ischemic optic neuropathies,Disease,D018917
4536,Optic nerve toxicity,Disease,D009901
4537,Bradyarrhythmia,Disease,D001919
4538,Hypercalcemias,Disease,D006934
4539,Fungizone,Chemical,D000666
4540,Amphotericin b-sodium deoxycholate,Chemical,C059765
4541,D-amb,Chemical,C059765
4542,Sulfadiazine,Chemical,D013411
4543,Acute nephrotoxicity,Disease,D058186
4544,Toxoplasmosis,Disease,D014123
4545,Ureteral lithiasis,Disease,D052878
4546,Downbeating nystagmus,Disease,D009759
4547,Dronedarone,Chemical,C118667
4548,Carcinoma of the peritoneum,Disease,D010534
4549,Doxil,Chemical,D004317
4550,Erythrodysesthesia,Disease,D060831
4551,Peritoneal carcinoma,Disease,D010534
4552,Olanzipine,Chemical,C076029
4553,Extrapyramidal symptom,Disease,D001480
4554,Epss,Disease,D001480
4555,Pupil dilation,Disease,D015878
4556,Pupillary dilation,Disease,D015878
4557,Isotretinoin embryopathy,Disease,C535670
4558,Anotia,Disease,D065817
4559,Taussig-bing malformation,Disease,D004310
4560,Vitamin a,Chemical,D014801
4561,Urinary stress incontinence,Disease,D014550
4562,A significant rise in systolic blood pressure,Disease,D006973
4563,Cocaethylene,Chemical,C066444
4564,Cardiotoxity,Disease,D066126
4565,Ce,Chemical,C066444
4566,Cardiovascular collapse,Disease,Unknown
4567,Decrease in cardiac output,Disease,D002303
4568,Myocardial depression,Disease,D009202
4569,Veralipride,Chemical,C027429
4570,Parkinson's disease,Disease,D010302
4571,Viracept,Chemical,D019888
4572,Irregular heartbeat,Disease,D001145
4573,Irregular heart beat,Disease,D001145
4574,Vasculitic disorders,Disease,D014652
4575,Oral ulcers,Disease,D019226
4576,Polyarthralgia,Disease,D018771
4577,Abnormal left ventricular filling,Disease,D018487
4578,Long-qt syndrome,Disease,D008133
4579,Sotalol,Chemical,D013015
4580,Azimilide,Chemical,C086123
4581,Preterm infants,Disease,D007235
4582,Cysts,Disease,D003560
4583,Premature (< 36 weeks of gestation) infants,Disease,D007235
4584,Copper,Chemical,D003300
4585,Cu,Chemical,D003300
4586,Zn,Chemical,D015032
4587,Pdn,Chemical,D011241
4588,Cervical carcinoma,Disease,D002583
4589,Antibiomania,Disease,D001714
4590,Ofloxacin,Chemical,D015242
4591,Cotrimoxazole,Chemical,D015662
4592,Ocular dyskinesias,Disease,D015835
4593,Choreatic dyskinesias,Disease,D002819
4594,Dysmenorrhea,Disease,D004412
4595,Dcf,Chemical,D004008
4596,Pelvic pain,Disease,D017699
4597,Temocapril,Chemical,C055603
4598,Neprotic,Disease,D009401
4599,Patent ductus arteriosus,Disease,D004374
4600,Syndrome of inappropriate secretion of anti-diuretic hormone,Disease,D007177
4601,Haemorrhagic,Disease,D006470
4602,Interstitial cystitis,Disease,D018856
4603,Gastric cancer,Disease,D013274
4604,Fa,Chemical,D002955
4605,Agc,Disease,D013274
4606,Vomitus,Disease,D014839
4607,Leukocyturia,Disease,Unknown
4608,Human immunodeficiency virus type 1-infected,Disease,D015658
4609,Impairment of the renal function,Disease,D007674
4610,Cardiac death,Disease,D003643
4611,Nicergoline,Chemical,D009530
4612,Sermion,Chemical,D009530
4613,Ain,Disease,D009395
4614,Bendazac lysine,Chemical,C036067
4615,Triphenyltetrazolium,Chemical,C009591
4616,Carvedilol,Chemical,C043211
4617,Decreased the locomotor activity,Disease,D004409
4618,2-p-(2-carboxyethyl)phenethylamino-5'-n-ethylcarboxamidoadenosine,Chemical,C061282
4619,N6-cyclopentyladenosine,Chemical,C048599
4620,5'-n-ethylcarboxamidoadenosine,Chemical,D019830
4621,Neca,Chemical,D019830
4622,Dmpx,Chemical,C057837
4623,"3,7-dimethyl-1-propargylxanthine",Chemical,C057837
4624,Cpt,Chemical,C053907
4625,8-cyclopentyltheophylline,Chemical,C053907
4626,Tiaprofenic acid,Chemical,C021270
4627,Lanthanum nitrate,Chemical,C016534
4628,Mastocytosis,Disease,D008415
4629,Haematological malignancies,Disease,D019337
4630,Peripheral sensory neuropathy,Disease,D010523
4631,Central nervous system toxicity,Disease,D020258
4632,Sodium thiopental,Chemical,D013874
4633,Myotonic disorders,Disease,D020967
4634,Mc,Disease,D009224
4635,Sustained membrane depolarisation,Disease,Unknown
4636,Muscle spasm,Disease,D013035
4637,Myotonic condition,Disease,D020967
4638,Ion channel disorders,Disease,Unknown
4639,Hyperventilation,Disease,D006985
4640,Retinoblastoma,Disease,D012175
4641,Abnormal ocular motility,Disease,D015835
4642,Visual impairment,Disease,D014786
4643,Gustatory hyperhidrosis,Disease,D013547
4644,Sweating,Disease,D013547
4645,Aluminum chloride,Chemical,C010845
4646,Sore throat,Disease,D010612
4647,Disoprivan,Chemical,D015742
4648,Vnr,Chemical,C030852
4649,Vindesine,Chemical,D014751
4650,Vds,Chemical,D014751
4651,Cardiac diseases,Disease,D006331
4652,Trimethoprim-sulfomethoxazole,Chemical,D015662
4653,Cerebral anoxia,Disease,D002534
4654,Visual field defects,Disease,D014786
4655,Visual field defect,Disease,D014786
4656,Deterioration in visual field,Disease,D014786
4657,Facial inflammatory dermatoses,Disease,D005148
4658,Perioral dermatitis,Disease,D019557
4659,Inflammatory facial dermatoses,Disease,D005148
4660,Eczema,Disease,D004485
4661,Periocular dermatitis,Disease,D019557
4662,Atopic dermatitis,Disease,D003876
4663,Papular rosacea,Disease,D012393
4664,Structural deficits in the human brain,Disease,D001930
4665,"Abnormalities in the cortex, hippocampus, white matter, and ventricles",Disease,D001930
4666,Impaired memory performance,Disease,D008569
4667,Gliosis,Disease,D005911
4668,Brain injury,Disease,D001930
4669,Niacin extended-release/lovastatin,Chemical,C451780
4670,Dyslipidemia,Disease,D050171
4671,Terminalia chebula,Chemical,D010936
4672,Ethanolic extract of terminalia chebula fruits,Chemical,D010936
4673,Peroxides,Chemical,D010545
4674,T. chebula extract,Chemical,D010936
4675,Peroxide,Chemical,D010545
4676,Diamorphine,Chemical,D003932
4677,Psychological disturbance,Disease,D001008
4678,Neurogenic diabetes insipidus,Disease,D018500
4679,Di,Disease,D003919
4680,Traumatic brain injury,Disease,D001930
4681,Nephrogenic di,Disease,D018500
4682,Neurogenic di,Disease,D018500
4683,Brain trauma,Disease,D001930
4684,Interferon,Chemical,D016898
4685,Interferon-alpha-2b,Chemical,D016898
4686,4-hydroxy-2-nonenal,Chemical,C027576
4687,4hne,Chemical,C027576
4688,3-nitrotyrosine,Chemical,C002744
4689,3nt,Chemical,C002744
4690,Mitochondrial oxidative damage,Disease,D028361
4691,Ventricular dysfunction,Disease,D018754
4692,Nifekalant hydrochloride,Chemical,C076259
4693,Nifekalant,Chemical,C076259
4694,Dexamphetamine,Chemical,D003913
4695,Oral stereotypies,Disease,D009062
4696,Ergometrine,Chemical,D004874
4697,Swallowing abnormalities,Disease,D020447
4698,Gastrointestinal abnormalities,Disease,D005767
4699,Tubulointerstitial nephritis,Disease,D009395
4700,Schizoaffective disorder,Disease,D011618
4701,Insulin sensitivity,Disease,D007333
4702,Insulin resistance,Disease,D007333
4703,Htn,Disease,D006973
4704,"2,3,5-triphenyltetrazolium chloride",Chemical,C009591
4705,Ischemic hemisphere,Disease,D002545
4706,Evans blue,Chemical,D005070
4707,Celecoxib,Chemical,C105934
4708,Skin reactions,Disease,D003875
4709,P,Chemical,D000082
4710,N,Chemical,C012655
4711,Ce,Chemical,C105934
4712,Cutaneous reactions,Disease,D003875
4713,Erythema,Disease,D004890
4714,Pyrazolones,Chemical,D047069
4715,Prolonged qt syndrome,Disease,D008133
4716,Hypocalcaemia,Disease,D006996
4717,Chx,Chemical,D003513
4718,Menopausal symptoms,Disease,D008594
4719,Transient ischaemic attacks,Disease,D002546
4720,Chronic disease,Disease,D002908
4721,Dili,Disease,D056486
4722,Amoxicillin-clavulanate,Chemical,D019980
4723,D-ribose,Chemical,D012266
4724,Erdosteine,Chemical,C048498
4725,Vcm,Chemical,D014640
4726,Renal tubular injury,Disease,D007674
4727,Desquamation,Disease,Unknown
4728,Restless legs syndrome,Disease,D012148
4729,Rls,Disease,D012148
4730,Postprandial dyspepsia,Disease,D004415
4731,Domperione,Chemical,D004294
4732,Coronary arterial disease,Disease,D003324
4733,Cholesterols,Chemical,D002784
4734,C,Chemical,D002784
4735,Tg,Chemical,D014280
4736,Coronary arteriosclerosis,Disease,D003324
4737,Hyperglyceridemic effect,Disease,D050171
4738,Alpha-fluoro-beta-alanine,Chemical,C032348
4739,Fbal,Chemical,C032348
4740,Precordial pain,Disease,D002637
4741,Dihydropyrimidine,Chemical,C020047
4742,Cardiac symptoms,Disease,D009461
4743,Monoher,Chemical,C522803
4744,Monohydroxyethylrutoside,Chemical,C522803
4745,Cardiomyocyte damage,Disease,D009202
4746,Bepridil hydrochloride,Chemical,D015764
4747,Bpd,Chemical,D015764
4748,Afl,Disease,D001282
4749,Angiotensin,Chemical,D000804
4750,Lv hypertrophy,Disease,D006332
4751,Cardiac inotropic,Disease,D006331
4752,Qt interval prolongation,Disease,D008133
4753,Arterial dysfunction,Disease,D018754
4754,Nomega-nitro-l-arginine,Chemical,D019335
4755,Lnna,Chemical,D019335
4756,Tempol,Chemical,C001803
4757,Impairs associative learning,Disease,D007859
4758,Impaired novel word learning,Disease,D007859
4759,Minocycline,Chemical,D008911
4760,Polyarteritis nodosa,Disease,D010488
4761,Palmoplantar pustulosis,Disease,D011565
4762,Testicular pain,Disease,D013733
4763,Cirrhotic diseases,Disease,D008103
4764,Eslicarbazepine acetate,Chemical,C416835
4765,Bia 2-093,Chemical,C416835
4766,"S-(-)-10-acetoxy-10,11-dihydro-5h-dibenzo/b,f/azepine-5-carboxamide",Chemical,C416835
4767,Oxc,Chemical,C036006
4768,Anthraquinones,Chemical,D000880
4769,Chinese herbal,Chemical,D004365
4770,Chinese herbs,Chemical,D004365
4771,Aristolochic acids,Chemical,D034341
4772,Anthraquinone,Chemical,D000880
4773,Sulfhydryl,Chemical,Unknown
4774,Sh,Chemical,Unknown
4775,Trypan blue,Chemical,D014343
4776,Thiols,Chemical,D013438
4777,Cysteine,Chemical,D003545
4778,Galantamine,Chemical,D005702
4779,Autistic disorder,Disease,D001321
4780,Behavioral dyscontrol,Disease,D002653
4781,Inattention,Disease,D019958
4782,Schizophreniform disorder,Disease,D011618
4783,Hydroxychloroquine sulfate,Chemical,D006886
4784,Visual field abnormalities,Disease,D014786
4785,Carcinoma of the breast,Disease,D001943
4786,Bradycardic,Disease,D001919
4787,Cox-2 inhibitors,Chemical,D052246
4788,Ami,Disease,D009203
4789,Non-steroidal anti-inflammatory drugs,Chemical,D000894
4790,Gi bleeding,Disease,D006471
4791,Rofecoxib,Chemical,C116926
4792,Severe malaria,Disease,D016778
4793,Premature ventricular contraction,Disease,D018879
4794,Chill,Disease,D023341
4795,Loss of hearing,Disease,D034381
4796,Pvc,Disease,D018879
4797,Potassium aspartate,Chemical,D001224
4798,Electrolyte disorder,Disease,D014883
4799,Lichenoid dermatitis,Disease,D017512
4800,Zinc acetate,Chemical,D019345
4801,Wilson disease,Disease,D006527
4802,Chronic liver disease,Disease,D008107
4803,Drop in blood pressure,Disease,D007022
4804,Atropine sulphate,Chemical,D001285
4805,Syncopal episode,Disease,D013575
4806,Acute encephalopathy,Disease,D020803
4807,Cerebral vasospasm,Disease,D020301
4808,Peg-asparaginase,Chemical,C042705
4809,Aphasia,Disease,D001037
4810,Polyethylene glycol-asparaginase,Chemical,C042705
4811,Val,Chemical,C081489
4812,Essential hypertension,Disease,C562386
4813,Succimer,Chemical,D004113
4814,Pb,Chemical,D007854
4815,Pb poisoning,Disease,D007855
4816,Pd,Disease,D016584
4817,Md,Disease,D003865
4818,Panic attack,Disease,D016584
4819,Failing left ventricle,Disease,D006333
4820,Piperacillin/tazobactam,Chemical,C085143
4821,Tonic-clonic seizure,Disease,D004830
4822,Gtcs,Disease,D004830
4823,Bronchiectasis,Disease,D001987
4824,Secondary infection,Disease,D060085
4825,Organic brain lesions,Disease,Unknown
4826,Uremic,Disease,D006463
4827,Vocal cord paralysis,Disease,D014826
4828,Vocal nerve palsies,Disease,D014826
4829,Cortical dysplasia,Disease,D054220
4830,Carmustine,Chemical,D002330
4831,"1,3-bis (2-chloroethyl)-1-nitrosoure",Chemical,D002330
4832,Myo-inositol-1-phosphate,Chemical,C002647
4833,Mip,Chemical,C002647
4834,Inositol,Chemical,D007294
4835,Acute tubulo-interstitial nephritis,Disease,C564356
4836,Atin,Disease,C564356
4837,Tubulo-interstitial injury,Disease,D009395
4838,Infective endocarditis,Disease,D004696
4839,Ie,Disease,D004696
4840,Chronic hepatitis b virus infection,Disease,D019694
4841,Chronic hepatitis b,Disease,D019694
4842,Thromboxane b2,Chemical,D013929
4843,Txb2,Chemical,D013929
4844,Thromboxane,Chemical,D013931
4845,Urinary bladder inflammation,Disease,D003556
4846,Bladder inflammation,Disease,D003556
4847,Phosphatidylserine,Chemical,D010718
4848,Ps,Chemical,D010718
4849,Fluo3,Chemical,C059715
4850,3tc,Chemical,D019259
4851,D4t,Chemical,D018119
4852,Nevirapine,Chemical,D019829
4853,Nvp,Chemical,D019829
4854,Efavirenz,Chemical,C098320
4855,Efv,Chemical,C098320
4856,Immune reconstitution syndrome,Disease,D054019
4857,Sensory neurotoxicity,Disease,D010523
4858,Sensory axonal neuropathy,Disease,D010523
4859,Cutaneous lupus erythematosus,Disease,D008178
4860,Cle,Disease,D008178
4861,Cramps,Disease,D009120
4862,Pulmonary mass,Disease,D055370
4863,Lung mass,Disease,D055370
4864,Hemosiderin,Disease,D006486
4865,Hemosiderotic,Disease,D006486
4866,Pulmonary lesion,Disease,D055370
4867,Neoplasm,Disease,D009369
4868,Sulphonylurea,Chemical,Unknown
4869,Cad,Disease,D003324
4870,Sulphonylureas,Chemical,Unknown
4871,Type 2 diabetic,Disease,D003924
4872,Glipizide,Chemical,D005913
4873,Glimepiride,Chemical,C057619
4874,Gliclazide,Chemical,D005907
4875,Los,Chemical,D019808
4876,Uraemia,Disease,D014511
4877,Procaine,Chemical,D011343
4878,Topotecan,Chemical,D019772
4879,Glioblastoma multiforme,Disease,D005909
4880,Gbm,Disease,D005909
4881,Lymphopenia,Disease,D008231
4882,Primary hyperparathyroidism,Disease,D049950
4883,Nonalcoholic fatty liver disease,Disease,D065626
4884,Nafld,Disease,D065626
4885,Hyperinsulinemia,Disease,D006946
4886,Anca positive vasculitis,Disease,D056648
4887,Anti-thyroid drugs,Chemical,D013956
4888,Antithyroid medications,Chemical,D013956
4889,Antineutrophil cytoplasmic antibody (anca)--associated vasculitis,Disease,D056648
4890,Antithyroidmedications,Chemical,D013956
4891,Vasculitic,Disease,D014657
4892,Pyrexia,Disease,D005334
4893,Parotiditis,Disease,D010309
4894,Cerebrovascular disease,Disease,D002561
4895,Cvd,Disease,D002318
4896,Gastrointestinal bleeding,Disease,D006471
4897,Heroin abuse,Disease,D006556
4898,Unconsciousness,Disease,D014474
4899,Cerebral ischemic infarction,Disease,D002544
4900,Proenkephalin,Chemical,C029992
4901,Penk,Chemical,C029992
4902,L-dopa+benserazide,Chemical,C005177
4903,Citrate,Chemical,D019343
4904,Fulminant liver failure,Disease,D017114
4905,Citric acid,Chemical,D019343
4906,Flecainide,Chemical,D005424
4907,Pantoprazole,Chemical,C064276
4908,Rad001,Chemical,C107135
4909,Non-small-cell lung cancer,Disease,D002289
4910,Posterior reversible encephalopathy syndrome,Disease,D054038
4911,Posterior leukoencephalopathy,Disease,D054038
4912,Alcoholic cirrhosis,Disease,D008104
4913,Intracranial hypertension,Disease,D019586
4914,Fhf,Disease,D017114
4915,Binasal visual field defects,Disease,D014786
4916,Visual defects,Disease,D014786
4917,Vgb,Chemical,D020888
4918,Bilateral visual field abnormalities,Disease,D014786
4919,Hiv seroconversion,Disease,D006679
4920,Metallothionein,Chemical,D008668
4921,Mt,Chemical,D008668
4922,Znso(4),Chemical,D019287
4923,Fulminant eosinophilic,Disease,D004802
4924,Pd,Disease,D010302
4925,Neuropsychiatric-like behaviors,Disease,D001523
4926,Parkinsonian disability,Disease,D020734
4927,Neuropsychiatric-like behavior,Disease,D001523
4928,Neuropsychiatric disorders,Disease,D001523
4929,Cld,Disease,D008107
4930,Cnsb002,Chemical,C401121
4931,Neuropathic,Disease,D009422
4932,Direct thrombin inhibitor,Chemical,D000991
4933,Direct thrombin inhibitors,Chemical,D000991
4934,Botox,Chemical,C542870
4935,Adductor spasmodic dysphonia,Disease,D014826
4936,Adsd,Disease,D014826
4937,Throat pain,Disease,D010612
4938,Spasmodic dysphonia,Disease,D055154
4939,Mitoq,Chemical,C476756
4940,Diastolic dysfunction,Disease,Unknown
4941,Mitochondrial defect,Disease,D028361
4942,Sulfamethoxazole,Chemical,D013420
4943,Type 1 diabetes,Disease,D003922
4944,Diabetes complications,Disease,D048909
4945,Temsirolimus,Chemical,C401859
4946,Mcl,Disease,D020522
4947,B-cell non-hodgkin's lymphoma,Disease,D008228
4948,Spiranolactone,Chemical,D013148
4949,Ramipril,Chemical,D017257
4950,Renal disturbance,Disease,D007674
4951,Biphosphonate,Chemical,Unknown
4952,Daptomycin,Chemical,D017576
4953,Methicillin,Chemical,D008712
4954,Bacteremia,Disease,D016470
4955,Tazobactam,Chemical,C043265
4956,Nafcillin,Chemical,D009254
4957,Galactose,Chemical,D005690
4958,D-galactose,Chemical,D005690
4959,D-glucose,Chemical,D005947
4960,Memory deterioration,Disease,D008569
4961,Glucose hypometabolism,Disease,D018149
